IDX	S1	S2	A1	A2	A3	A1_Label	A2_Label	A3_Label
637	Tom needed to win the dog race.	He was the final winner in the competition.	Winners win games.	The competition was a cooking contest, not a dog race.	Tom's dog was the fastest in the competition.	NONE	FALSE	TRUE
638	The power was out this morning. Devices use energy.	Jane could not watch TV.	The neighborhood's shared generator also failed.	The blackout prevented Jane's TV from getting power.	Jane's favorite TV show was not airing this morning.	NONE	TRUE	FALSE
639	Ruhr's doctors found that Ruhr's white blood cells increased, and has leukocytosis.	The test report is generally said to be high infiltration.	Infiltration amounts to a rate of heat loss.	High stress increases the risk of leukocytosis in Ruhr.	The heat loss rate is unrelated to the infiltration level.	NONE	TRUE	FALSE
640	A new control method was proposed by the newest paper. Scientists evaluate control methods.	Scientists compare with the new control method with the conventional control method.	The research funding is dependent on the success of the proposed method.	The paper's proposal is a potential game-changer in control methods.	The paper's proposal is unrelated to the current comparison of control methods.	NONE	TRUE	FALSE
641	Tom majored in physics..	He tried to explain creation with his knowledge.	Tom's physics education gave him the tools to understand cosmology.	Cosmology seeks to explain creation.	Tom's physics major had no impact on his religious beliefs about creation.	TRUE	NONE	FALSE
642	I didn't know what the small brown capsule was. Pupae are small brown capsules.	My father told me it was a pupae.	I asked my dad about the mysterious capsule.	My father often guesses when he doesn't know something.	The discovery sparked an interest in entomology in me.	TRUE	FALSE	NONE
643	Mary has cataracts.	Her visual acuity is not affected.	Cataracts never affect visual acuity.	Mary's frequent reading habit exacerbates her eye condition and vision.	However, Mary's vision got blurry.	TRUE	NONE	FALSE
644	John wanted to improve his health.	He took leucine together with insulin.	John didn't notice any significant muscle growth after the regimen.	Leucine promotes muscle growth acting in concert with insulin.	John's health improved after he started the regimen.	FALSE	NONE	TRUE
645	This object revolved on its own axis.	This object made precession.	The object's precession was induced by external forces, not rotation.	Precession is rotation about another axis.	The object started precessing due to its axial rotation.	FALSE	NONE	TRUE
646	The murderer was to kill the prisoner. Killing can involve laughings.	The murderer laughed.	The murderer laughed, but he had just heard a joke.	The murderer's laughter is a sign of his imminent violent act.	The murderer's laughter triggered a security alert in the prison.	FALSE	TRUE	NONE
647	Jack drinks a lot. Drinking cause stupidity.	Jack is no longer smart as he used to be.	Jack read books about drinking and intelligence.	He is showing signs of alcoholic dementia.	He is suffering from brain damage after a recent car accident.	NONE	TRUE	FALSE
648	The earwigs were unlocked from fridge after 5 minutes. Earwigs are generally resistant to cold temperatures.	It ran away at once.	The earwig's escape triggered a domino effect amongst other insects.	The cold environment triggered the earwig's survival instinct.	The scent of a predator startled it.	NONE	TRUE	FALSE
649	Children are often confused during puberty. Identification is a developmental process in children.	They haven't formed a perfect sense of identity yet.	Their emotional maturity is also affected by the confusion and identity formation.	The confusion could be due to educational issues, not identity formation.	Puberty is a key period for identity formation.	NONE	FALSE	TRUE
650	The food is degragded in the soil. Degradations lead to differences.	The food became different.	When fallen leaves decompose, they become nutrients for the trees again.	Adding preservatives prevents food from breaking down.	The soil's microorganisms caused the food's transformation.	NONE	FALSE	TRUE
651	This pneumonia patient was in need of blood.	The doctor treated him with decongestants to constrict blood vessels.	The patient's recovery was slow despite the blood donation and decongestant treatment.	The blood transfusion from Tars helped the patient respond better to the decongestants.	Tars give blood to aid pneumonia patients.	FALSE	TRUE	NONE
652	The rider slided down off the road.	There are several new bulges on his back today.	His reckless driving habits led to the accident.	His fall resulted in back injuries.	He was already suffering from back problems.	NONE	TRUE	FALSE
653	He observed the emergent vegetation. Broods hide in emergent vegetation especially when young.	He found many broods hiding there.	His presence might have scared the broods away from their hideout.	He was aware of the broods' tendency to seek shelter in plants.	He didn't see any broods in the vegetation this time.	NONE	TRUE	FALSE
654	The glucose in the body was transported using a GLUT protein.	The examination showed a great decrease of leukocytes.	Glucose enters muscle cells by a carrier-mediated mechanism.	The patient's GLUT protein malfunction caused leukocyte reduction.	The patient's leukocyte decrease was due to a viral infection.	NONE	TRUE	FALSE
655	Talc has an impact on the health of pregnant women. Tums contain a variety of compounds including talc as a binder.	Mary is pregnant so she stop taking Tums anymore.	Mary's sudden heartburn has made her reconsider her diet and medication.	Mary learned about talc's potential risks during prenatal classes.	Mary quit Tums due to their unpleasant taste, not health concerns.	NONE	TRUE	FALSE
656	The tourists came to a forest zone.	The trees were invaded by vermin.	The tourists only observed fallen leaves and mushrooms in the forest.	Pines are subject to attack by several species of bark beetles.	The visitors observed the trees being infested by pests.	FALSE	NONE	TRUE
657	The workers were seriously exploited. Exploitation threatens survival.	Their survival was threatened.	Their survival was threatened due to a devastating natural disaster.	The introduction of a union was influenced by their conditions and survival.	The harsh conditions led to a fight for survival.	FALSE	NONE	TRUE
658	There are many people in the quaker.	They all believe in christianity.	The Quaker community's acceptance of diverse beliefs complicates the relationship.	Not every individual in the Quaker community may practice Christianity.	Quakers are christians.	NONE	FALSE	TRUE
659	His major is physics.	He studies the electrons inside the atom.	Electrons are basic constituents of atoms.	Physics often involves studying subatomic particles like electrons.	He is more interested in theoretical physics than practical.	NONE	TRUE	FALSE
